scf	len	male_coverage	female_coverage	chr
LJIJ01002071.1	31633	112.50	51.74	A
LJIJ01002072.1	31622	78.38	58.49	A
LJIJ01002073.1	31617	59.97	51.28	X
LJIJ01002074.1	31608	19.96	41.13	X
LJIJ01002075.1	31596	91.60	49.21	A
LJIJ01002076.1	31574	69.55	73.89	X
LJIJ01002077.1	31555	6.27	50.53	X
LJIJ01002078.1	31549	124.90	63.80	A
LJIJ01002079.1	31541	104.79	57.10	A
LJIJ01002080.1	31512	63.75	65.25	X
LJIJ01002081.1	31506	38.96	27.37	A
LJIJ01002082.1	31505	69.98	38.00	A
LJIJ01002083.1	31478	19.10	50.02	X
LJIJ01002084.1	31457	97.40	47.65	A
LJIJ01002085.1	31443	100.81	57.45	A
LJIJ01002086.1	31437	132.74	48.16	A
LJIJ01002087.1	31434	42.75	65.68	X
LJIJ01002088.1	31384	63.12	49.82	A
LJIJ01002089.1	31371	84.24	47.08	A
LJIJ01002090.1	31361	48.14	25.68	A
LJIJ01002091.1	31361	52.88	37.58	A
LJIJ01002092.1	31346	96.84	57.78	A
LJIJ01002093.1	31303	110.55	53.96	A
LJIJ01002094.1	31295	80.93	42.46	A
LJIJ01002095.1	31265	15.87	21.46	X
LJIJ01002096.1	31263	68.24	60.33	X
LJIJ01002097.1	31248	50.96	28.02	A
LJIJ01002098.1	31236	72.25	37.56	A
LJIJ01002099.1	31229	102.25	48.32	A
LJIJ01002100.1	31191	97.06	47.03	A
LJIJ01002101.1	31167	23.38	33.16	X
LJIJ01002102.1	31164	75.49	69.11	X
LJIJ01002103.1	31159	57.49	41.50	A
LJIJ01002104.1	31147	84.10	45.44	A
LJIJ01002105.1	31140	77.98	44.47	A
LJIJ01002106.1	31140	84.32	46.36	A
LJIJ01002107.1	31134	68.68	36.32	A
LJIJ01002108.1	31129	89.89	65.42	A
LJIJ01002109.1	31123	38.38	66.46	X
LJIJ01002110.1	31110	47.50	29.87	A
LJIJ01002111.1	31087	74.85	37.12	A
LJIJ01002112.1	31075	91.93	56.93	A
LJIJ01002113.1	31065	58.61	24.27	A
LJIJ01002114.1	31065	116.25	74.33	A
LJIJ01002115.1	31050	36.26	41.44	X
LJIJ01002116.1	31039	68.13	38.77	A
LJIJ01002117.1	30988	56.09	60.77	X
LJIJ01002118.1	30978	89.06	66.82	A
LJIJ01002119.1	30975	57.60	55.76	X
LJIJ01002120.1	30973	75.51	39.67	A
LJIJ01002121.1	30964	108.06	46.81	A
LJIJ01002122.1	30945	95.25	48.50	A
LJIJ01002123.1	30940	43.92	52.67	X
LJIJ01002124.1	30936	56.92	30.29	A
LJIJ01002125.1	30931	85.83	48.39	A
LJIJ01002126.1	30902	134.21	61.81	A
LJIJ01002127.1	30880	52.55	27.99	A
LJIJ01002128.1	30875	97.72	51.31	A
LJIJ01002129.1	30866	55.78	40.39	A
LJIJ01002130.1	30858	51.02	71.46	X
LJIJ01002131.1	30811	88.68	31.79	A
LJIJ01002132.1	30808	75.13	41.90	A
LJIJ01002133.1	30785	61.08	57.82	X
LJIJ01002134.1	30777	75.91	59.86	A
LJIJ01002135.1	30770	119.13	49.22	A
LJIJ01002136.1	30746	72.17	39.07	A
LJIJ01002137.1	30739	57.82	40.50	A
LJIJ01002138.1	30730	56.14	45.56	A
LJIJ01002139.1	30724	71.47	47.97	A
LJIJ01002140.1	30723	52.88	43.73	A
LJIJ01002141.1	30707	98.08	52.97	A
LJIJ01002142.1	30703	79.42	114.71	X
LJIJ01002143.1	30694	94.52	52.79	A
LJIJ01002144.1	30672	71.49	47.75	A
LJIJ01002145.1	30667	47.13	43.39	X
LJIJ01002146.1	30648	93.34	44.82	A
LJIJ01002147.1	30639	148.85	68.71	A
LJIJ01002148.1	30593	88.40	45.84	A
LJIJ01002149.1	30582	60.43	60.02	X
LJIJ01002150.1	30570	155.14	39.89	A
LJIJ01002151.1	30569	78.39	41.35	A
LJIJ01002152.1	30565	65.65	34.09	A
LJIJ01002153.1	30558	165.71	110.26	A
LJIJ01002154.1	30556	89.50	57.78	A
LJIJ01002155.1	30530	138.78	94.28	A
LJIJ01002156.1	30518	71.47	62.77	X
LJIJ01002157.1	30512	48.36	21.24	A
LJIJ01002158.1	30499	86.45	52.14	A
LJIJ01002159.1	30483	65.41	57.35	X
LJIJ01002160.1	30460	64.86	55.23	X
LJIJ01002161.1	30435	99.66	49.83	A
LJIJ01002162.1	30402	70.78	75.90	X
LJIJ01002163.1	30382	79.04	70.48	X
LJIJ01002164.1	30380	97.65	44.14	A
LJIJ01002165.1	30369	52.11	53.19	X
LJIJ01002166.1	30349	67.63	49.41	A
LJIJ01002167.1	30343	99.02	56.00	A
LJIJ01002168.1	30337	31.81	39.08	X
LJIJ01002169.1	30326	82.47	70.19	X
LJIJ01002170.1	30322	52.23	54.26	X
LJIJ01002171.1	30312	50.72	40.91	A
LJIJ01002172.1	30301	62.04	33.81	A
LJIJ01002173.1	30296	58.30	31.36	A
LJIJ01002174.1	30291	84.23	34.45	A
LJIJ01002175.1	30289	68.41	62.78	X
LJIJ01002176.1	30287	70.17	32.82	A
LJIJ01002177.1	30253	75.69	43.37	A
LJIJ01002178.1	30252	80.02	39.73	A
LJIJ01002179.1	30239	86.24	49.07	A
LJIJ01002180.1	30230	74.84	51.13	A
LJIJ01002181.1	30227	75.86	43.12	A
LJIJ01002182.1	30196	95.03	52.56	A
LJIJ01002183.1	30183	99.00	53.40	A
LJIJ01002184.1	30154	65.26	35.14	A
LJIJ01002185.1	30152	110.51	59.19	A
LJIJ01002186.1	30145	115.90	61.11	A
LJIJ01002187.1	30118	29.30	77.34	X
LJIJ01002188.1	30118	88.70	46.07	A
LJIJ01002189.1	30117	99.03	56.41	A
LJIJ01002190.1	30103	86.73	22.41	A
LJIJ01002191.1	30097	80.98	45.46	A
LJIJ01002192.1	30080	88.87	64.56	A
LJIJ01002193.1	30071	30.41	58.05	X
LJIJ01002194.1	30068	68.10	40.51	A
LJIJ01002195.1	30053	11.03	34.72	X
LJIJ01002196.1	30049	75.69	46.52	A
LJIJ01002197.1	30045	43.16	49.87	X
LJIJ01002198.1	30004	82.54	47.92	A
LJIJ01002199.1	29996	92.23	47.68	A
LJIJ01002200.1	29990	82.40	46.35	A
LJIJ01002201.1	29988	85.00	39.83	A
LJIJ01002202.1	29985	25.37	33.40	X
LJIJ01002203.1	29966	49.94	55.67	X
LJIJ01002204.1	29966	70.93	30.93	A
LJIJ01002205.1	29940	45.96	22.16	A
LJIJ01002206.1	29924	105.46	55.01	A
LJIJ01002207.1	29918	58.00	53.33	X
LJIJ01002208.1	29908	98.43	80.82	A
LJIJ01002209.1	29889	97.69	46.93	A
LJIJ01002210.1	29886	54.62	51.64	X
LJIJ01002211.1	29883	144.89	65.85	A
LJIJ01002212.1	29882	84.57	46.94	A
LJIJ01002213.1	29866	70.13	40.21	A
LJIJ01002214.1	29862	60.78	40.35	A
LJIJ01002215.1	29855	70.89	51.42	A
LJIJ01002216.1	29838	64.69	37.14	A
LJIJ01002217.1	29825	57.19	48.78	X
LJIJ01002218.1	29823	73.99	45.12	A
LJIJ01002219.1	29822	81.93	65.35	A
LJIJ01002220.1	29745	77.54	56.05	A
LJIJ01002221.1	29717	129.80	51.35	A
LJIJ01002222.1	29716	99.32	52.18	A
LJIJ01002223.1	29713	40.68	28.64	A
LJIJ01002224.1	29703	69.75	49.58	A
LJIJ01002225.1	29680	101.58	58.12	A
LJIJ01002226.1	29677	91.79	59.97	A
LJIJ01002227.1	29666	27.13	50.82	X
LJIJ01002228.1	29656	80.32	34.66	A
LJIJ01002229.1	29647	82.75	24.88	A
LJIJ01002230.1	29643	104.51	59.13	A
LJIJ01002231.1	29638	102.81	81.18	A
LJIJ01002232.1	29626	52.15	47.79	X
LJIJ01002233.1	29621	56.77	49.49	X
LJIJ01002234.1	29621	99.08	56.00	A
LJIJ01002235.1	29608	113.34	68.52	A
LJIJ01002236.1	29605	82.34	53.93	A
LJIJ01002237.1	29600	82.38	37.39	A
LJIJ01002238.1	29590	80.53	44.80	A
LJIJ01002239.1	29545	69.05	36.84	A
LJIJ01002240.1	29525	66.03	32.07	A
LJIJ01002241.1	29493	93.13	54.80	A
LJIJ01002242.1	29493	111.64	62.87	A
LJIJ01002243.1	29472	107.57	44.37	A
LJIJ01002244.1	29452	213.97	158.04	A
LJIJ01002245.1	29444	49.98	80.60	X
LJIJ01002246.1	29400	91.99	52.56	A
LJIJ01002247.1	29397	353.54	142.52	A
LJIJ01002248.1	29374	25.43	38.43	X
LJIJ01002249.1	29372	62.14	62.12	X
LJIJ01002250.1	29371	82.48	52.41	A
LJIJ01002251.1	29342	69.88	56.05	A
LJIJ01002252.1	29331	41.14	22.44	A
LJIJ01002253.1	29292	13.05	45.38	X
LJIJ01002254.1	29287	103.89	54.46	A
LJIJ01002255.1	29284	37.28	46.51	X
LJIJ01002256.1	29276	84.57	72.76	X
LJIJ01002257.1	29275	62.64	40.72	A
LJIJ01002258.1	29266	107.40	48.72	A
LJIJ01002259.1	29264	102.92	57.33	A
LJIJ01002260.1	29262	58.97	33.85	A
LJIJ01002261.1	29245	89.53	52.53	A
LJIJ01002262.1	29230	49.82	29.40	A
LJIJ01002263.1	29215	89.00	42.19	A
LJIJ01002264.1	29214	78.86	40.48	A
LJIJ01002265.1	29155	77.14	45.94	A
LJIJ01002266.1	29143	42.31	95.49	X
LJIJ01002267.1	29124	103.38	59.22	A
LJIJ01002268.1	29123	103.01	48.83	A
LJIJ01002269.1	29103	71.24	40.87	A
LJIJ01002270.1	29055	50.57	44.14	X
LJIJ01002271.1	29040	55.28	45.47	A
LJIJ01002272.1	29011	101.23	53.51	A
LJIJ01002273.1	29000	76.86	53.22	A
LJIJ01002274.1	28999	90.33	49.59	A
LJIJ01002275.1	28979	68.36	37.82	A
LJIJ01002276.1	28970	80.45	47.03	A
LJIJ01002277.1	28970	93.09	49.93	A
LJIJ01002278.1	28962	67.51	43.92	A
LJIJ01002279.1	28946	95.19	33.12	A
LJIJ01002280.1	28946	57.04	31.84	A
LJIJ01002281.1	28943	72.77	20.88	A
LJIJ01002282.1	28930	113.45	58.30	A
LJIJ01002283.1	28913	107.04	48.82	A
LJIJ01002284.1	28895	99.92	135.92	X
LJIJ01002285.1	28895	61.15	70.59	X
LJIJ01002286.1	28890	68.78	51.65	A
LJIJ01002287.1	28880	100.42	34.85	A
LJIJ01002288.1	28876	83.53	44.01	A
LJIJ01002289.1	28875	78.82	42.04	A
LJIJ01002290.1	28866	128.09	30.87	A
LJIJ01002291.1	28855	122.84	62.11	A
LJIJ01002292.1	28843	70.21	64.59	X
LJIJ01002293.1	28780	96.56	56.28	A
LJIJ01002294.1	28767	45.31	30.30	A
LJIJ01002295.1	28767	68.90	34.43	A
LJIJ01002296.1	28745	93.63	52.38	A
LJIJ01002297.1	28732	91.36	46.39	A
LJIJ01002298.1	28721	107.06	59.65	A
LJIJ01002299.1	28717	109.32	69.00	A
LJIJ01002300.1	28712	57.46	39.04	A
LJIJ01002301.1	28678	107.10	42.45	A
LJIJ01002302.1	28668	92.87	52.54	A
LJIJ01002303.1	28652	90.93	54.07	A
LJIJ01002304.1	28648	80.13	53.91	A
LJIJ01002305.1	28645	82.64	45.65	A
LJIJ01002306.1	28631	78.40	43.07	A
LJIJ01002307.1	28627	85.71	40.12	A
LJIJ01002308.1	28613	66.71	31.52	A
LJIJ01002309.1	28598	100.99	47.33	A
LJIJ01002310.1	28593	124.68	61.21	A
LJIJ01002311.1	28584	82.02	45.50	A
LJIJ01002312.1	28572	55.72	38.89	A
LJIJ01002313.1	28571	69.59	47.90	A
LJIJ01002314.1	28556	48.42	30.94	A
LJIJ01002315.1	28553	100.32	51.79	A
LJIJ01002316.1	28551	90.94	48.38	A
LJIJ01002317.1	28537	97.10	48.56	A
LJIJ01002318.1	28530	94.84	58.55	A
LJIJ01002319.1	28514	86.11	37.82	A
LJIJ01002320.1	28509	67.62	42.63	A
LJIJ01002321.1	28481	48.92	40.79	A
LJIJ01002322.1	28480	99.77	60.00	A
LJIJ01002323.1	28470	45.05	57.15	X
LJIJ01002324.1	28469	106.75	55.60	A
LJIJ01002325.1	28455	72.32	43.09	A
LJIJ01002326.1	28451	41.76	53.31	X
LJIJ01002327.1	28440	30.50	50.58	X
LJIJ01002328.1	28439	59.41	43.63	A
LJIJ01002329.1	28420	63.49	36.79	A
LJIJ01002330.1	28392	97.53	54.23	A
LJIJ01002331.1	28379	213.73	68.19	A
LJIJ01002332.1	28362	123.17	43.02	A
LJIJ01002333.1	28342	119.47	31.42	A
LJIJ01002334.1	28319	38.85	36.50	X
LJIJ01002335.1	28317	93.26	58.37	A
LJIJ01002336.1	28310	80.35	56.65	A
LJIJ01002337.1	28304	61.35	42.65	A
LJIJ01002338.1	28278	107.88	41.93	A
LJIJ01002339.1	28255	50.39	7.60	A
LJIJ01002340.1	28244	81.77	39.60	A
LJIJ01002341.1	28219	113.77	62.80	A
LJIJ01002342.1	28207	99.31	49.58	A
LJIJ01002343.1	28197	77.42	29.53	A
LJIJ01002344.1	28196	68.82	45.96	A
LJIJ01002345.1	28195	104.71	46.74	A
LJIJ01002346.1	28169	93.98	51.75	A
LJIJ01002347.1	28133	94.43	53.41	A
LJIJ01002348.1	28131	65.10	26.98	A
LJIJ01002349.1	28128	72.73	55.40	A
LJIJ01002350.1	28118	114.20	47.87	A
LJIJ01002351.1	28107	58.96	34.87	A
LJIJ01002352.1	28104	69.15	33.38	A
LJIJ01002353.1	28091	38.45	44.80	X
LJIJ01002354.1	28090	47.45	41.37	X
LJIJ01002355.1	28087	0.61	17.55	X
LJIJ01002356.1	28085	77.92	76.96	X
LJIJ01002357.1	28060	105.12	50.65	A
LJIJ01002358.1	28055	107.46	54.22	A
LJIJ01002359.1	28053	66.74	39.78	A
LJIJ01002360.1	28047	82.56	52.35	A
LJIJ01002361.1	28040	129.09	77.80	A
LJIJ01002362.1	28039	76.12	27.15	A
LJIJ01002363.1	28029	78.98	73.12	X
LJIJ01002364.1	28027	88.46	58.52	A
LJIJ01002365.1	28006	85.83	45.80	A
LJIJ01002366.1	27940	108.13	78.74	A
LJIJ01002367.1	27934	41.24	51.13	X
LJIJ01002368.1	27919	82.56	49.74	A
LJIJ01002369.1	27918	70.88	38.07	A
LJIJ01002370.1	27893	173.53	77.82	A
LJIJ01002371.1	27892	135.83	60.41	A
LJIJ01002372.1	27891	107.83	102.24	X
LJIJ01002373.1	27888	79.89	25.57	A
LJIJ01002374.1	27865	33.35	52.86	X
LJIJ01002375.1	27842	67.20	39.99	A
LJIJ01002376.1	27839	83.30	47.91	A
LJIJ01002377.1	27816	80.60	35.31	A
LJIJ01002378.1	27781	53.12	19.59	A
LJIJ01002379.1	27761	87.31	65.95	A
LJIJ01002380.1	27759	83.54	42.72	A
LJIJ01002381.1	27723	102.39	55.88	A
LJIJ01002382.1	27717	171.30	69.26	A
LJIJ01002383.1	27707	87.29	37.81	A
LJIJ01002384.1	27690	114.23	80.53	A
LJIJ01002385.1	27687	69.09	82.74	X
LJIJ01002386.1	27687	74.65	58.60	A
LJIJ01002387.1	27679	38.31	38.08	X
LJIJ01002388.1	27674	76.84	48.10	A
LJIJ01002389.1	27630	82.57	13.01	A
LJIJ01002390.1	27630	135.10	25.69	A
LJIJ01002391.1	27603	109.33	58.11	A
LJIJ01002392.1	27589	82.40	43.89	A
LJIJ01002393.1	27580	47.67	59.24	X
LJIJ01002394.1	27561	46.30	51.50	X
LJIJ01002395.1	27541	75.90	42.53	A
LJIJ01002396.1	27535	92.20	23.82	A
LJIJ01002397.1	27530	50.09	55.93	X
LJIJ01002398.1	27529	64.71	30.66	A
LJIJ01002399.1	27529	88.55	49.47	A
LJIJ01002400.1	27526	55.23	163.39	X
LJIJ01002401.1	27521	91.12	48.10	A
LJIJ01002402.1	27493	79.84	46.03	A
LJIJ01002403.1	27491	55.22	48.93	X
LJIJ01002404.1	27468	295.01	70.93	A
LJIJ01002405.1	27452	101.79	52.16	A
LJIJ01002406.1	27452	121.80	54.25	A
LJIJ01002407.1	27451	93.64	49.77	A
LJIJ01002408.1	27442	85.38	45.27	A
LJIJ01002409.1	27429	81.18	56.83	A
LJIJ01002410.1	27425	20.13	51.75	X
LJIJ01002411.1	27416	109.53	57.16	A
LJIJ01002412.1	27400	15.20	66.68	X
LJIJ01002413.1	27397	39.53	50.54	X
LJIJ01002414.1	27389	60.47	36.92	A
LJIJ01002415.1	27387	99.15	53.99	A
LJIJ01002416.1	27381	71.90	35.76	A
LJIJ01002417.1	27371	84.14	52.75	A
LJIJ01002418.1	27363	23.94	46.73	X
LJIJ01002419.1	27359	92.98	42.52	A
LJIJ01002420.1	27350	86.96	47.68	A
LJIJ01002421.1	27349	86.22	31.63	A
LJIJ01002422.1	27344	49.71	50.45	X
LJIJ01002423.1	27334	204.87	86.90	A
LJIJ01002424.1	27304	35.81	56.65	X
LJIJ01002425.1	27269	67.50	39.56	A
LJIJ01002426.1	27262	43.17	30.95	A
LJIJ01002427.1	27256	46.52	24.48	A
LJIJ01002428.1	27254	87.39	49.02	A
LJIJ01002429.1	27248	71.34	40.08	A
LJIJ01002430.1	27247	122.78	53.14	A
LJIJ01002431.1	27246	84.26	46.23	A
LJIJ01002432.1	27232	127.60	58.06	A
LJIJ01002433.1	27229	82.26	40.95	A
LJIJ01002434.1	27203	17.43	27.64	X
LJIJ01002435.1	27203	54.48	32.84	A
LJIJ01002436.1	27198	72.88	29.20	A
LJIJ01002437.1	27190	181.20	153.49	X
LJIJ01002438.1	27181	90.91	74.76	A
LJIJ01002439.1	27177	101.75	61.94	A
LJIJ01002440.1	27167	99.64	36.46	A
LJIJ01002441.1	27151	131.43	34.72	A
LJIJ01002442.1	27134	14.77	52.17	X
LJIJ01002443.1	27120	125.20	55.56	A
LJIJ01002444.1	27101	41.09	23.71	A
LJIJ01002445.1	27087	97.94	54.67	A
LJIJ01002446.1	27077	66.81	43.88	A
LJIJ01002447.1	27076	141.22	61.05	A
LJIJ01002448.1	27072	92.04	49.77	A
LJIJ01002449.1	27051	55.68	52.96	X
LJIJ01002450.1	27036	63.30	59.40	X
LJIJ01002451.1	27033	42.59	38.12	X
LJIJ01002452.1	27018	107.91	59.71	A
LJIJ01002453.1	27018	67.08	38.50	A
LJIJ01002454.1	27013	117.62	49.70	A
LJIJ01002455.1	27009	112.10	66.38	A
LJIJ01002456.1	26955	2.95	19.87	X
LJIJ01002457.1	26948	115.52	76.24	A
LJIJ01002458.1	26923	57.21	46.36	A
LJIJ01002459.1	26907	104.45	48.73	A
LJIJ01002460.1	26892	83.71	48.92	A
LJIJ01002461.1	26889	84.94	40.26	A
LJIJ01002462.1	26889	90.83	48.28	A
LJIJ01002463.1	26861	101.89	53.62	A
LJIJ01002464.1	26837	56.95	57.48	X
LJIJ01002465.1	26836	66.55	33.65	A
LJIJ01002466.1	26834	35.79	21.10	A
LJIJ01002467.1	26824	93.85	44.26	A
LJIJ01002468.1	26818	46.77	33.80	A
LJIJ01002469.1	26813	85.03	42.48	A
LJIJ01002470.1	26799	25.28	37.98	X
LJIJ01002471.1	26790	119.43	42.74	A
LJIJ01002472.1	26789	99.03	49.69	A
LJIJ01002473.1	26778	58.04	57.29	X
LJIJ01002474.1	26754	110.72	54.36	A
LJIJ01002475.1	26718	70.37	60.43	X
LJIJ01002476.1	26709	98.11	51.83	A
LJIJ01002477.1	26675	98.80	51.53	A
LJIJ01002478.1	26660	114.02	42.29	A
LJIJ01002479.1	26624	121.02	54.12	A
LJIJ01002480.1	26623	56.65	38.91	A
LJIJ01002481.1	26623	80.65	42.02	A
LJIJ01002482.1	26603	96.04	70.20	A
LJIJ01002483.1	26602	77.43	41.23	A
LJIJ01002484.1	26567	100.30	50.13	A
LJIJ01002485.1	26562	84.01	50.75	A
LJIJ01002486.1	26549	68.25	39.29	A
LJIJ01002487.1	26543	66.26	41.84	A
LJIJ01002488.1	26542	106.68	59.25	A
LJIJ01002489.1	26515	38.81	38.17	X
LJIJ01002490.1	26515	101.30	36.20	A
LJIJ01002491.1	26513	43.89	47.03	X
LJIJ01002492.1	26503	95.44	53.03	A
LJIJ01002493.1	26454	64.75	37.63	A
LJIJ01002494.1	26450	64.46	45.98	A
LJIJ01002495.1	26437	75.23	42.40	A
LJIJ01002496.1	26431	78.94	32.44	A
LJIJ01002497.1	26424	65.35	68.66	X
LJIJ01002498.1	26423	111.05	57.98	A
LJIJ01002499.1	26415	90.31	31.88	A
LJIJ01002500.1	26405	36.31	37.37	X
LJIJ01002501.1	26391	127.92	58.48	A
LJIJ01002502.1	26378	64.62	39.32	A
LJIJ01002503.1	26347	154.65	9.85	A
LJIJ01002504.1	26338	70.81	68.74	X
LJIJ01002505.1	26334	90.92	51.04	A
LJIJ01002506.1	26333	24.99	24.74	X
LJIJ01002507.1	26328	77.93	40.55	A
LJIJ01002508.1	26326	160.74	75.21	A
LJIJ01002509.1	26307	68.30	34.68	A
LJIJ01002510.1	26302	67.29	27.74	A
LJIJ01002511.1	26275	90.92	45.97	A
LJIJ01002512.1	26231	92.58	47.76	A
LJIJ01002513.1	26221	24.88	27.63	X
LJIJ01002514.1	26213	65.14	64.43	X
LJIJ01002515.1	26201	62.53	34.93	A
LJIJ01002516.1	26192	73.02	38.55	A
LJIJ01002517.1	26183	81.85	49.34	A
LJIJ01002518.1	26182	57.05	44.73	A
LJIJ01002519.1	26179	43.76	24.80	A
LJIJ01002520.1	26174	92.61	52.45	A
LJIJ01002521.1	26167	131.44	70.33	A
LJIJ01002522.1	26167	42.24	39.29	X
LJIJ01002523.1	26146	80.28	44.47	A
LJIJ01002524.1	26142	59.65	51.71	X
LJIJ01002525.1	26134	67.33	39.30	A
LJIJ01002526.1	26111	116.62	61.03	A
LJIJ01002527.1	26107	104.86	115.63	X
LJIJ01002528.1	26101	68.48	24.74	A
LJIJ01002529.1	26086	96.03	52.57	A
LJIJ01002530.1	26084	44.94	27.62	A
LJIJ01002531.1	26083	97.47	49.56	A
LJIJ01002532.1	26080	71.60	52.67	A
LJIJ01002533.1	26079	116.97	58.14	A
LJIJ01002534.1	26077	76.84	94.95	X
LJIJ01002535.1	26057	38.45	25.84	A
LJIJ01002536.1	26057	103.19	61.72	A
LJIJ01002537.1	26034	53.60	46.16	X
LJIJ01002538.1	25994	24.47	22.98	X
LJIJ01002539.1	25990	45.91	43.34	X
LJIJ01002540.1	25944	82.99	47.84	A
LJIJ01002541.1	25925	90.34	47.49	A
LJIJ01002542.1	25916	47.60	26.60	A
LJIJ01002543.1	25915	88.77	45.46	A
LJIJ01002544.1	25914	130.88	51.58	A
LJIJ01002545.1	25889	128.80	62.43	A
LJIJ01002546.1	25888	69.50	37.77	A
LJIJ01002547.1	25862	84.12	46.69	A
LJIJ01002548.1	25862	67.10	81.76	X
LJIJ01002549.1	25859	121.07	48.32	A
LJIJ01002550.1	25854	80.79	45.29	A
LJIJ01002551.1	25837	62.90	121.01	X
LJIJ01002552.1	25817	23.96	42.16	X
LJIJ01002553.1	25813	90.98	49.17	A
LJIJ01002554.1	25784	113.75	105.17	X
LJIJ01002555.1	25767	77.15	47.12	A
LJIJ01002556.1	25740	239.04	46.58	A
LJIJ01002557.1	25739	92.13	59.55	A
LJIJ01002558.1	25737	134.57	59.39	A
LJIJ01002559.1	25731	81.49	46.28	A
LJIJ01002560.1	25719	94.61	18.76	A
LJIJ01002561.1	25687	100.62	55.80	A
LJIJ01002562.1	25683	53.97	50.43	X
LJIJ01002563.1	25682	77.14	55.57	A
LJIJ01002564.1	25664	83.84	36.17	A
LJIJ01002565.1	25656	90.56	50.93	A
LJIJ01002566.1	25653	34.99	37.85	X
LJIJ01002567.1	25650	53.81	37.32	A
LJIJ01002568.1	25648	75.50	51.10	A
LJIJ01002569.1	25644	63.08	23.36	A
LJIJ01002570.1	25634	119.59	61.79	A
LJIJ01002571.1	25615	70.99	22.39	A
LJIJ01002572.1	25595	101.71	52.86	A
LJIJ01002573.1	25580	51.12	39.58	A
LJIJ01002574.1	25580	5.21	27.12	X
LJIJ01002575.1	25572	77.98	40.90	A
LJIJ01002576.1	25551	64.45	58.92	X
LJIJ01002577.1	25550	63.90	33.82	A
LJIJ01002578.1	25546	111.11	48.58	A
LJIJ01002579.1	25543	64.07	38.68	A
LJIJ01002580.1	25539	17.60	58.74	X
LJIJ01002581.1	25536	57.32	33.69	A
LJIJ01002582.1	25517	60.59	41.56	A
LJIJ01002583.1	25507	69.19	49.18	A
LJIJ01002584.1	25499	92.83	44.57	A
LJIJ01002585.1	25490	95.21	40.70	A
LJIJ01002586.1	25459	76.71	43.62	A
LJIJ01002587.1	25450	150.51	78.15	A
LJIJ01002588.1	25434	37.97	44.32	X
LJIJ01002589.1	25432	103.98	76.99	A
LJIJ01002590.1	25423	83.07	48.14	A
LJIJ01002591.1	25422	60.85	30.55	A
LJIJ01002592.1	25406	58.68	37.18	A
LJIJ01002593.1	25389	76.09	28.96	A
LJIJ01002594.1	25383	92.06	50.11	A
LJIJ01002595.1	25363	118.23	62.51	A
LJIJ01002596.1	25357	30.47	69.18	X
LJIJ01002597.1	25357	123.85	77.83	A
LJIJ01002598.1	25355	36.81	38.09	X
LJIJ01002599.1	25346	62.07	32.22	A
LJIJ01002600.1	25342	78.35	38.18	A
LJIJ01002601.1	25339	55.45	49.32	X
LJIJ01002602.1	25337	161.64	32.15	A
LJIJ01002603.1	25330	90.61	72.80	A
LJIJ01002604.1	25292	80.50	44.72	A
LJIJ01002605.1	25273	58.48	69.69	X
LJIJ01002606.1	25272	95.54	70.34	A
LJIJ01002607.1	25266	94.86	52.76	A
LJIJ01002608.1	25264	122.63	74.01	A
LJIJ01002609.1	25264	82.14	41.17	A
LJIJ01002610.1	25262	63.60	102.98	X
LJIJ01002611.1	25261	63.44	50.39	A
LJIJ01002612.1	25258	46.09	22.53	A
LJIJ01002613.1	25254	132.06	40.99	A
LJIJ01002614.1	25246	62.21	66.10	X
LJIJ01002615.1	25244	150.56	61.81	A
LJIJ01002616.1	25241	72.95	56.15	A
LJIJ01002617.1	25235	100.47	53.89	A
LJIJ01002618.1	25210	85.16	57.34	A
LJIJ01002619.1	25184	77.04	78.90	X
LJIJ01002620.1	25179	65.85	41.85	A
LJIJ01002621.1	25175	73.07	30.22	A
LJIJ01002622.1	25173	86.07	51.32	A
LJIJ01002623.1	25171	75.59	40.84	A
LJIJ01002624.1	25171	128.89	46.20	A
LJIJ01002625.1	25153	57.44	44.99	A
LJIJ01002626.1	25143	103.36	56.22	A
LJIJ01002627.1	25137	235.83	80.16	A
LJIJ01002628.1	25135	224.27	38.10	A
LJIJ01002629.1	25127	46.19	61.22	X
LJIJ01002630.1	25124	201.08	94.82	A
LJIJ01002631.1	25108	96.19	51.55	A
LJIJ01002632.1	25084	65.65	39.15	A
LJIJ01002633.1	25080	21.80	56.09	X
LJIJ01002634.1	25080	147.85	47.29	A
LJIJ01002635.1	25074	80.47	39.36	A
LJIJ01002636.1	25073	75.50	45.21	A
LJIJ01002637.1	25062	36.18	40.95	X
LJIJ01002638.1	25061	73.01	32.13	A
LJIJ01002639.1	25052	105.52	30.77	A
LJIJ01002640.1	25046	85.41	44.99	A
LJIJ01002641.1	25034	63.10	23.55	A
LJIJ01002642.1	25028	30.12	33.07	X
LJIJ01002643.1	25010	143.31	97.06	A
LJIJ01002644.1	25006	34.35	42.28	X
LJIJ01002645.1	24997	92.98	59.84	A
LJIJ01002646.1	24981	69.69	30.47	A
LJIJ01002647.1	24977	33.88	35.31	X
LJIJ01002648.1	24967	68.66	42.12	A
LJIJ01002649.1	24941	49.68	44.17	X
LJIJ01002650.1	24930	118.33	53.51	A
LJIJ01002651.1	24924	93.01	45.07	A
LJIJ01002652.1	24898	99.84	27.71	A
